name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,lastCommit,lastCommitSHA,hasWiki,isArchived
catrobat/catroid,false,13098,7,develop,52,228,,133,329,570,168616,"2012-05-29 12:18:04","2022-07-22 01:04:10","2022-07-21 04:41:54","https://www.catrobat.org/",Java,0,0,4164,98,"2022-07-21 04:49:38","3dbda6446411a600dd404ae84ac5b100de351154",true,false
pentaho/pentaho-platform,false,8643,127,master,0,148,Other,136,436,684,171888,"2012-06-08 01:48:12","2022-07-17 07:12:34","2022-07-13 04:07:23",http://www.pentaho.com,Java,42,26,5066,8,"2022-07-14 03:39:07","25497e5c8e7f29704d626d95904606de17d9d214",true,false
apache/dubbo,false,5565,7,3.0,51,400,"Apache License 2.0",3111,37625,25164,40493,"2012-06-19 07:56:02","2022-07-19 12:46:10","2022-07-19 11:36:50","https://dubbo.apache.org/",Java,5314,397,4919,22,"2022-07-19 12:34:53","4aacd09ee7342c821b01a0b9898cb1892824a1ff",true,false
pmd/pmd,false,19301,11,master,77,254,Other,138,3923,1321,395753,"2012-07-11 06:03:00","2022-07-25 09:25:31","2022-07-25 03:29:07",https://pmd.github.io,Java,1927,616,1974,13,"2022-07-25 06:01:04","0550512a63d32fd6387da64a71ff9c3c6f1283de",true,false
undertow-io/undertow,false,5326,16,master,0,165,"Apache License 2.0",201,3188,924,25180,"2012-07-19 12:52:44","2022-07-19 06:17:03","2022-07-19 06:52:35",undertow.io,Java,0,0,1345,59,"2022-07-19 06:15:40","fde1ca6ffc8c6248a62179e98c59eb09202545c5",false,false
openmrs/openmrs-core,false,11697,78,master,0,351,Other,138,1112,3116,234814,"2012-07-26 04:54:29","2022-07-25 06:14:14","2022-07-23 01:39:40",http://openmrs.org,Java,0,0,4114,54,"2022-07-25 06:14:02","b851d79a3f36b09299c1b7e7c49158f67deeb718",false,false
antennapod/antennapod,false,8190,4,develop,46,207,"GNU General Public License v3.0",165,4352,1173,101109,"2012-07-31 10:25:08","2022-07-25 08:23:32","2022-07-25 10:06:35","https://www.antennapod.org",Java,3353,211,2608,14,"2022-07-24 11:43:57","7ddd5014d0cb13604d4a364b7a90d9429a0ad016",true,false
prestodb/presto,false,20052,107,master,0,349,"Apache License 2.0",869,13646,4715,173811,"2012-08-09 01:03:37","2022-07-17 07:22:56","2022-07-16 06:36:56","http://prestodb.github.io",Java,5014,788,12943,220,"2022-07-16 04:46:13","36858f235283e7c16ae4ad4ce493bd80876b179b",true,false
libgdx/libgdx,false,15042,4,master,9,334,"Apache License 2.0",1208,20247,6316,1101558,"2012-08-10 07:34:38","2022-07-25 09:49:58","2022-07-26 06:23:40",http://www.libgdx.com/,Java,3506,171,3399,64,"2022-07-25 07:57:32","578ee828d495f76e6cc81324a0a3db7747fe52ed",true,false
mekanism/mekanism,false,8823,18,1.19.x,4,127,"MIT License",103,961,447,115555,"2012-08-15 08:41:13","2022-07-21 07:22:30","2022-07-21 01:17:28",,Java,6553,25,825,7,"2022-07-21 05:25:44","19a5d531a780dacae9e98b637af13dd23b29743c",true,false
"jetbrains/intellij-plugins",false,23782,2153,master,0,225,,107,1843,971,394125,"2012-08-17 02:31:20","2022-07-25 02:17:10","2022-07-24 05:23:39","https://www.jetbrains.com/idea/",Java,0,0,845,21,"2022-07-25 10:02:57","6b9e3765ee25a7b8a52860d4ddb397ef06d976db",false,false
"jeremylong/dependencycheck",false,8646,5,main,33,212,"Apache License 2.0",161,4258,971,184380,"2012-09-03 08:43:30","2022-07-26 01:03:07","2022-07-24 07:56:09","https://owasp.org/www-project-dependency-check/",Java,3131,344,1570,5,"2022-07-25 10:34:31","5d5c3bcb6212546e37d0dd15138c8de4d160b014",true,false
sonarsource/sonar-java,false,8322,19,master,82,109,"GNU Lesser General Public License v3.0",64,913,574,57398,"2012-09-04 03:53:13","2022-07-12 08:05:50","2022-07-14 11:01:33","https://docs.sonarqube.org/latest/analysis/languages/java/",Java,0,0,4141,6,"2022-07-12 08:05:00","56dd7e1075194bb101a40de3571780ede0bb9035",true,false
activiti/activiti,false,10863,47,develop,33,197,"Apache License 2.0",646,8734,6762,122639,"2012-09-13 11:34:43","2022-07-25 05:59:08","2022-07-25 03:06:25",https://www.activiti.org,Java,2048,410,1967,55,"2022-07-25 05:06:19","7b436db58dd7aaab74f68bae0e86f253d543e06f",true,false
freeplane/freeplane,false,14418,46,1.10.x,1,211,"GNU General Public License v2.0",71,1021,235,215176,"2012-09-13 08:55:51","2022-07-23 09:23:44","2022-07-25 11:39:40",,Java,256,98,115,2,"2022-07-23 09:23:40","e1efc829712bc2e8bb6e4831d9d5bbcbb56c73ac",false,false
micdoodle8/galacticraft,false,7864,12,master,0,106,Other,84,549,311,89073,"2012-10-02 02:48:14","2022-06-20 02:32:20","2022-06-21 07:53:03",,Java,3155,242,943,7,"2022-06-20 02:32:12","c2809529ad77aaa31249adaa47b5a0e6ffef84e0",true,false
mockito/mockito,false,5789,16,main,189,242,"MIT License",428,13139,2303,47924,"2012-10-13 08:27:12","2022-07-25 06:21:25","2022-07-26 03:49:16",http://mockito.org,Java,1368,322,1339,7,"2022-07-25 06:21:17","de63c24352d035dff77e9ef8e17481d9d85e87d9",true,false
openrefine/openrefine,false,6860,40,master,36,257,"BSD 3-Clause New or Revised License",483,8928,1705,393719,"2012-10-15 02:22:48","2022-07-26 01:57:00","2022-07-25 08:51:28",https://openrefine.org/,Java,2606,631,2507,36,"2022-07-25 05:46:24","30d6edb7b6586623bda09456c797c35983fb80ff",true,false
"spring-projects/spring-boot",false,38897,18,main,143,367,"Apache License 2.0",3380,62361,36819,153574,"2012-10-19 03:02:57","2022-07-25 02:17:15","2022-07-26 03:41:06","https://spring.io/projects/spring-boot",Java,26271,538,5312,26,"2022-07-25 02:16:51","a0dd6ef3b14ca0cf6f35695ea2ba9cc746581997",true,false
vaadin/framework,false,19158,96,master,171,194,Other,143,1725,734,487453,"2012-10-19 10:41:30","2022-06-10 11:59:36","2022-05-15 09:33:43",http://vaadin.com/,Java,9730,391,2788,12,"2022-06-10 11:59:36","b0b62770822c422b99b6f245d84017b99793cea7",false,false
apache/druid,false,11862,67,master,49,367,"Apache License 2.0",614,11887,3290,248295,"2012-10-23 07:08:07","2022-07-16 12:06:10","2022-07-17 08:59:37","https://druid.apache.org/",Java,4398,1330,8371,191,"2022-07-15 06:03:34","75045970cde40562d9445ba4a9d27705742b29ab",true,false
ovirt/ovirt-engine,false,34478,81,master,11,165,Other,53,361,229,330487,"2012-10-26 11:48:34","2022-07-26 07:26:36","2022-07-23 04:10:29",,Java,57,48,497,31,"2022-07-25 04:20:07","ecd6cb17be51554153615b4469fac311b8d7a7df",false,false
neo4j/neo4j,false,73181,29,4.4,72,227,Other,516,10246,2170,545474,"2012-11-12 08:46:15","2022-07-25 11:58:19","2022-07-28 05:32:50",http://neo4j.com,Java,3113,253,9733,1,"2022-07-22 12:57:50","9dfc52d2b7f1b196ac07ae3e51f9dc43fd84043f",true,false
hawtio/hawtio,false,8983,5,main,41,111,"Apache License 2.0",117,1314,520,96938,"2012-12-02 11:58:08","2022-07-27 05:58:09","2022-07-27 06:59:18",https://hawt.io/,Java,2218,21,530,1,"2022-07-27 05:57:58","e248fc190d15b2d1de23e0c55f166054b7eefa00",false,false
mulesoft/mule,false,24996,401,master,0,120,Other,367,321,646,273516,"2012-12-07 07:23:06","2022-07-26 04:34:31","2022-07-17 12:03:19",,Java,0,0,11621,83,"2022-07-25 10:20:33","277cdb427e1ce048cd6f685ef7b785211e5156b4",true,false
"orientechnologies/orientdb",false,21033,35,develop,187,133,"Apache License 2.0",278,4483,860,249633,"2012-12-09 08:33:47","2022-07-25 05:41:52","2022-07-25 07:08:45",http://orientdb.org,Java,8860,226,907,3,"2022-07-25 05:41:52","8660bb2ad88f9985969090027d643fecfd4937b3",true,false
alluxio/alluxio,false,33068,129,master,55,354,"Apache License 2.0",444,5749,2704,176414,"2012-12-21 05:43:46","2022-07-17 10:12:00","2022-07-16 12:44:00",https://www.alluxio.io,Java,1698,640,14192,220,"2022-07-15 07:44:25","1b6417a9b2f6a62501d5a70d1ab5ebe6c7a86b2b",true,false
"camunda/camunda-bpm-platform",false,18765,90,master,0,190,"Apache License 2.0",170,2772,1184,133925,"2013-01-03 10:10:31","2022-07-21 01:08:40","2022-07-22 09:41:10",https://camunda.com/,Java,0,0,1964,17,"2022-07-20 02:42:23","59ecfdbc1df52cc81505654e92dcf94ee4b87c12",true,false
reactivex/rxjava,false,5993,8,3.x,229,281,"Apache License 2.0",2269,46254,7627,134503,"2013-01-08 08:11:48","2022-07-22 06:14:48","2022-07-25 05:52:28",,Java,3097,16,3708,1,"2022-07-22 05:57:41","624c4fb55bcbf0489a00db370154738c7d89408b",true,false
seleniumhq/selenium,false,28504,16,trunk,75,378,"Apache License 2.0",1315,24162,7055,1955244,"2013-01-14 09:40:56","2022-07-21 03:28:21","2022-07-22 02:12:51",https://selenium.dev,Java,8260,98,2516,20,"2022-07-15 04:51:31","c7be1be9e1053488d13aab76a76598dbf0a39a56",true,false
apache/tomee,false,14432,39,master,0,114,"Apache License 2.0",55,384,694,89222,"2013-01-22 08:00:16","2022-07-14 07:47:04","2022-06-28 01:54:30","https://tomee.apache.org/",Java,0,0,886,5,"2022-07-14 07:46:59","e10950567892bb64c6fa465f4e11b8df56b41c52",false,false
ratpack/ratpack,false,6301,17,master,69,132,Other,116,1908,398,25958,"2013-01-22 11:04:54","2022-06-16 07:06:43","2022-06-09 02:48:26",https://ratpack.io,Java,1100,185,550,11,"2022-06-14 05:24:58","96fa59180437b0026f4a5459db9b682a96a41cdf",false,false
"slimeknights/tinkersconstruct",false,7688,19,1.18.2,95,155,"MIT License",154,1032,632,55314,"2013-01-22 08:46:32","2022-06-24 07:24:15","2022-06-24 08:25:12",,Java,3859,45,1056,18,"2022-06-24 02:23:47","5dfa77d74fa8b1e36fc9d6c7b548aa0928a939b1",true,false
processing/processing,false,13209,4,master,48,112,Other,430,6188,1518,1647980,"2013-01-24 09:17:22","2022-03-27 03:19:48","2022-03-28 05:24:52",http://processing.org,Java,5132,497,1043,28,"2022-03-27 03:19:42","8b15e4f548c1426df3a5ebe4c2106619faf7c4ba",true,false
"techempower/frameworkbenchmarks",false,13047,10,master,15,387,Other,231,6478,1744,304357,"2013-03-22 05:33:54","2022-07-26 06:21:34","2022-07-26 01:53:16","https://www.techempower.com/benchmarks/",Java,1192,94,6196,18,"2022-07-25 02:37:38","a0a7cabdf79024e40bf251f205000bc1d193c322",true,false
codefollower/h2-research,false,14455,1,master,0,128,Other,54,398,189,67608,"2013-04-09 02:25:26","2022-01-01 04:57:17","2022-01-01 04:57:25",,Java,4,3,6,0,"2022-01-01 04:57:11","0862491d04c4a36675093fad4a354b7c3d3b9a56",true,false
facebook/buck,false,22694,8,main,57,299,"Apache License 2.0",315,8336,1213,1787579,"2013-04-17 06:12:18","2022-07-21 08:58:30","2022-07-22 02:36:17",https://buck.build,Java,1472,197,1187,22,"2022-05-07 11:39:33","16dc4866c20e807451a1762eb98776814c545e6f",false,false
eugenp/tutorials,false,25104,3,master,0,317,"MIT License",1535,31265,49776,341441,"2013-04-29 06:26:36","2022-07-19 10:28:16","2022-07-19 11:38:49","http://bit.ly/github-lsso",Java,608,32,11904,37,"2022-07-19 06:23:18","3c409dfc3d416c19f46a0e50553be6cb3dc3a984",true,false
apache/cloudstack,false,35330,215,main,17,209,"Apache License 2.0",142,1238,932,583759,"2013-04-29 10:27:12","2022-07-22 11:26:07","2022-07-20 11:45:35","https://cloudstack.apache.org/",Java,1377,130,5139,73,"2022-07-21 06:47:13","61e4e862c4d4828d5e4e5089c9db034fb4d427b9",true,false
"cyanogenmod/android_frameworks_base",false,255628,61,cm-14.1,31,732,Other,169,604,1323,2401590,"2013-05-13 06:41:57","2019-03-03 03:37:16","2020-05-21 10:32:58",,Java,0,0,143,4,"2016-12-12 08:02:41","9d37d587aa2285513957fb204ce98856eafe797d",false,false
jclouds/jclouds,false,10592,22,master,120,213,,58,386,488,89298,"2013-05-13 08:47:29","2020-04-04 07:53:26","2020-06-04 09:48:12","http://jclouds.apache.org/",Java,0,0,1285,13,"2020-03-04 08:14:21","7af4d8e8f19c479b0a8f35e06dd68418a8367b3e",false,false
"cyanogenmod/android_packages_apps_settings",false,28157,54,cm-14.1,31,197,Other,51,104,809,806742,"2013-05-13 08:12:12","2019-11-21 01:13:42","2020-04-09 07:05:34",,Java,0,0,105,0,"2016-12-12 08:10:01","c585070fc70c88643ca6f568f8c4cab6d21144a8",false,false
instagram/cassandra,true,24666,46,trunk,157,269,"Apache License 2.0",74,380,52,508083,"2013-05-15 12:07:43","2020-02-09 07:07:29","2020-06-03 10:30:16",,Java,0,0,9,5,"2019-07-15 04:48:18","90a4672970837e674972861f3cc7020e3c3caba6",false,false
apache/logging-log4j2,false,12231,61,release-2.x,0,138,"Apache License 2.0",114,2866,1418,58737,"2013-06-12 07:00:19","2022-07-25 08:28:10","2022-07-26 05:12:32","https://logging.apache.org/log4j/2.x/",Java,0,0,965,85,"2022-07-25 08:28:31","05c1c55697cf02e41609f0d7e90c534d3b27fec9",false,false
stanfordnlp/corenlp,false,16936,10,main,9,103,"GNU General Public License v3.0",501,8566,2655,360255,"2013-06-27 09:13:49","2022-07-22 11:21:26","2022-07-25 07:41:07","http://stanfordnlp.github.io/CoreNLP/",Java,1015,161,261,1,"2022-07-22 11:18:49","efc66a9cf49fecba219dfaa4025315ad966285cc",true,false
keycloak/keycloak,false,14556,19,main,22,331,"Apache License 2.0",342,12885,4615,180706,"2013-07-02 01:38:51","2022-07-17 09:41:46","2022-07-17 10:54:51",https://www.keycloak.org,Java,2182,997,9768,249,"2022-07-16 07:38:41","f0988a62b8f5ca211bf4aaab4f5aa11120115451",false,false
strongbox/strongbox,false,5742,20,master,1,102,"Apache License 2.0",46,402,557,20151,"2013-08-01 11:27:37","2021-02-19 02:39:43","2021-02-19 01:22:00","https://strongbox.github.io/",Java,737,217,1247,39,"2020-12-10 02:38:33","8aecf0d65b6aa2c92310471051f8e54a1110c4de",false,false
"languagetool-org/languagetool",false,56541,79,master,0,146,"GNU Lesser General Public License v2.1",156,6516,932,2921888,"2013-08-08 04:37:22","2022-04-30 06:57:45","2022-05-01 02:29:59",https://languagetool.org,Java,4381,1511,2224,46,"2022-04-30 06:57:41","bbe5dbfe71e0d521b2605b72d2cf5fae4205148c",true,false
sleepytrousers/enderio,false,8332,48,master,0,106,"The Unlicense",106,695,320,70358,"2013-08-12 05:39:46","2022-02-26 01:17:08","2022-03-03 05:17:09",http://enderio.com/,Java,4690,59,863,19,"2021-06-04 11:23:54","9249b7e01fd73c7bc92a2fd60e768c1ef5b39fd3",true,false
checkstyle/checkstyle,false,11520,3,master,117,314,"GNU Lesser General Public License v2.1",217,7138,8293,112746,"2013-08-31 02:05:05","2022-07-06 07:36:05","2022-07-06 10:15:01",https://checkstyle.org/,Java,4422,651,7403,52,"2022-07-05 07:13:29","2fabfede8c1396457085dd199605a32c33df764b",true,false
openhab/openhab1-addons,false,9691,9,main,50,441,"Eclipse Public License 2.0",405,3484,1816,244412,"2013-09-20 08:28:43","2021-01-18 08:08:08","2021-01-21 12:20:49",,Java,2789,238,3182,49,"2020-09-10 01:30:26","f7c26e5361c1cfe0382817ce7310a624e4ce89a0",true,false
pentaho/pentaho-kettle,false,22687,199,master,1,184,"Apache License 2.0",461,5924,3014,589992,"2013-10-08 06:27:11","2022-07-26 06:35:19","2022-07-26 01:23:34",,Java,0,0,8429,70,"2022-07-19 01:57:08","df957b33f90d98c3185ec482fcb1b982cb4712f4",true,false
"omnirom/android_frameworks_base",false,650684,15,android-12.0,0,175,Other,43,105,211,4278412,"2013-10-13 07:56:56","2022-03-11 12:57:55","2022-01-25 11:13:27",,Java,5,4,24,3,"2022-03-11 12:55:33","6bd19d1982512f04ad426f119249147628607a8d",true,false
iqss/dataverse,false,22890,182,develop,59,139,Other,64,683,378,115789,"2013-11-01 06:47:39","2022-07-19 10:06:21","2022-07-16 10:59:00",http://dataverse.org,Java,6506,1253,2307,78,"2022-07-18 08:26:10","567e5065756ce60c6e08e32438f39304d55b1568",true,false
apache/storm,false,10517,44,master,0,279,"Apache License 2.0",598,6367,4091,206217,"2013-11-05 08:00:14","2022-07-20 06:16:27","2022-07-19 07:19:18",,Java,0,0,3487,48,"2022-07-20 06:16:27","e694f59595669565e9963133a6c290fd5a9cfce9",false,false
gocd/gocd,false,14516,11,master,71,118,"Apache License 2.0",220,6513,938,345378,"2013-12-13 05:26:16","2022-07-22 04:26:26","2022-07-20 08:41:15",https://www.gocd.org,Java,3300,41,7293,15,"2022-07-22 04:26:19","2661c6f08274c62dd69bb81fea0ad022c6e12f77",true,false
codice/ddf,false,11077,103,master,100,135,Other,45,123,181,536458,"2013-12-13 08:38:28","2022-07-20 01:14:44","2022-07-22 05:57:51",http://ddf.codice.org,Java,758,3,5938,1,"2022-07-20 01:14:44","1f7807a104c6b188107cc1b41f09327d30d47436",true,false
apache/jclouds,false,10794,24,master,0,221,,19,134,102,79385,"2014-01-07 08:00:06","2022-06-18 09:25:32","2022-06-07 05:20:29",,Java,0,0,135,5,"2022-06-18 09:25:32","aea26037334665c544624d63916d8b2346d2da4e",false,false
"eclipse-archived/smarthome",false,5162,9,master,16,185,"Eclipse Public License 2.0",144,865,854,67215,"2014-01-09 08:47:19","2020-05-07 02:11:52","2020-07-11 10:57:49","https://www.eclipse.org/smarthome/",Java,2552,470,4366,5,"2020-05-07 02:11:52","56df0fa09d84912b96c7c8d1f229ca59938d4858",true,true
redisson/redisson,false,7397,3,master,110,113,"Apache License 2.0",886,19465,4744,20399,"2014-01-11 02:06:25","2022-07-23 05:58:56","2022-07-26 03:05:25",https://redisson.pro,Java,3942,300,484,30,"2022-07-23 05:58:56","cdfdb4560d7ac0e09491b0d73038883963a3a728",true,false
opendaylight/controller,false,9030,22,master,0,101,"Eclipse Public License 1.0",93,387,330,161610,"2014-01-29 11:10:45","2022-07-12 03:08:54","2022-07-06 12:59:54",,Java,0,0,14,0,"2022-07-11 09:28:40","4fe7de82691dabf3e224987f2de5401e8c0e00ad",false,false
apache/cxf,false,16828,25,main,0,183,"Apache License 2.0",87,772,1341,130336,"2014-02-19 08:00:08","2022-07-25 09:08:06","2022-07-21 01:50:45",https://cxf.apache.org,Java,0,0,966,37,"2022-07-25 09:07:48","9a8e07ab159b2492d42fddadce1e5854ceee29e8",false,false
wso2/carbon-apimgt,false,36047,110,master,2,227,"Apache License 2.0",133,116,568,576162,"2014-02-26 06:46:48","2022-07-26 04:54:46","2022-07-15 03:08:25",,Java,297,26,10982,57,"2022-07-25 09:56:05","b73dbf17b6c6cbe7f78fbccc77d97fd153be6eb2",true,false
"resurrectionremix/resurrection_packages_apps_settings",false,54267,29,Q,0,159,Other,51,143,408,1375120,"2014-02-26 01:00:14","2021-09-19 11:36:02","2021-09-19 11:36:06",,Java,0,0,1271,9,"2021-09-19 11:36:02","c65423981fe1f615b51dc534038110e6e86f88ad",true,false
"resurrectionremix/android_frameworks_base",false,426907,33,Q,0,183,Other,26,111,290,3325078,"2014-02-26 02:52:44","2021-09-19 11:36:09","2021-09-19 11:36:15",,Java,0,0,273,0,"2021-09-19 11:36:09","5e1db0334755ba47245d69857a17f84503f7ce6f",true,false
"spacewalkproject/spacewalk",false,38509,77,master,10459,144,"GNU General Public License v2.0",96,622,239,744411,"2014-02-26 05:04:20","2020-06-03 09:21:36","2020-12-05 01:31:32","https://spacewalkproject.github.io",Java,,,732,0,"2020-06-03 09:20:34","d25f80a669aefaad96234e37eb145fd9c8839b80",true,true
"jenkinsci/acceptance-test-harness",false,5373,13,master,39,102,,131,115,217,12172,"2014-02-28 05:39:55","2022-07-25 09:38:20","2022-07-25 01:23:15",,Java,12,6,860,11,"2022-07-25 09:38:19","1f5c710fe7de18c88154c06642d6ee09fba4cfeb",false,false
jabref/jabref,false,17220,30,main,34,325,"MIT License",98,2679,1896,194010,"2014-03-11 02:48:42","2022-07-25 03:26:14","2022-07-25 09:14:51","https://devdocs.jabref.org",Java,3646,321,5338,32,"2022-07-25 12:43:53","cd41230697708480cee69eebcd605c14f05d2508",true,false
bisq-network/bisq,false,16551,13,master,125,233,"GNU Affero General Public License v3.0",269,4058,1232,471869,"2014-03-12 09:42:29","2022-07-28 05:24:23","2022-07-27 11:16:38",https://bisq.network,Java,2893,229,3204,7,"2022-07-25 06:34:25","169aca18c22ecc6b5553dd182708e14237ee01d6",true,false
google/closure-compiler,false,17986,76,master,0,253,"Apache License 2.0",242,6527,1127,184453,"2014-04-16 03:30:36","2022-07-25 08:34:10","2022-07-25 06:10:43","https://developers.google.com/closure/compiler/",Java,2810,847,1125,6,"2022-07-25 08:34:07","f5a6d32b761b37419a6948cbc33d2a90887da3d7",true,false
wso2/product-is,false,9189,107,master,259,169,"Apache License 2.0",117,547,627,141106,"2014-04-21 08:55:36","2022-07-22 10:20:06","2022-07-15 09:33:00",http://wso2.github.io/,Java,9568,3059,4669,14,"2022-07-21 03:41:42","19f282f68ff652d59d8eac7aa1d969cb597fee3b",true,false
teammates/teammates,false,18135,4,master,140,361,"GNU General Public License v2.0",100,1249,2551,234917,"2014-05-02 07:43:00","2022-07-26 03:54:40","2022-07-24 02:58:03","https://teammatesv4.appspot.com/",Java,6798,86,5080,23,"2022-07-23 09:13:02","46979fb6f3b1752e47c0c0bf6984e34939265051",true,false
hortonworks/cloudbreak,false,20782,590,master,0,140,"Apache License 2.0",388,325,215,154322,"2014-05-10 10:03:07","2022-07-19 10:39:04","2022-07-19 03:58:10","https://docs.cloudera.com/cdp/latest/index.html",Java,0,0,12835,43,"2022-07-19 01:47:21","4fd4a8bd058b13dd6f0d827d5a3481584a6a2c4e",true,false
apache/incubator-pinot,false,8031,14,master,9,174,"Apache License 2.0",231,3170,705,224086,"2014-05-19 11:27:48","2021-07-23 05:10:03","2021-07-23 03:28:22",https://pinot.apache.org,Java,951,563,6214,74,"2021-07-21 11:58:47","a0ad49d4e0819731b54e6ab541541f1e2ed0aeaa",true,false
apache/hbase,false,19349,87,master,23,257,"Apache License 2.0",408,4587,3042,467800,"2014-05-23 07:00:07","2022-07-22 09:30:12","2022-07-21 06:11:49","https://hbase.apache.org/",Java,0,0,4638,175,"2022-07-21 06:26:52","31fc97edeede08cfc9c8dd9fe22c3775ede2eebb",false,false
google/guava,false,5846,22,master,35,276,"Apache License 2.0",2433,45188,10060,389949,"2014-05-29 04:23:17","2022-07-25 02:47:47","2022-07-26 06:13:06",,Java,3373,650,1401,110,"2022-07-25 02:23:31","b037a558e88c7587dd77276182a4156c490a2144",true,false
apache/flink,false,31281,115,master,0,287,"Apache License 2.0",939,19362,10988,459259,"2014-06-07 07:00:10","2022-07-19 07:14:45","2022-07-19 01:28:23",,Java,0,0,20300,980,"2022-07-19 01:20:34","180774e93902862cf3bfa03de00437ae49d743eb",false,false
